FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE
2383,Licensed Group,Bgccvi - Parksville Child And Family Centre,132 Jensen Avenue,,Parksville,V9P 2H2,49.318056,-124.313988,250-586-8181,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2024/02/09,,N,Y,N
2384,Licensed Family,Bumby's Family Childcare,4682 Heather Rd,,Prince George,V2K 2J4,53.993653,-122.805425,250-981-3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
2385,Licensed Group,Lake Country Bloom Academy,10162 Newene Rd,,Lake Country,V4V 1V2,50.030512,-119.406039,780-265-1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2386,Licensed Group,Pemberton Heights Saplings,1390 22Nd St W,,North Vancouver,V7P 2G4,49.330396,-123.112772,778-838-0335,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/03,,N,N,Y
2387,Licensed Group,Pemberton Heights Saplings,1390 22Nd St W,,North Vancouver,V7P 2G4,49.330396,-123.112772,778-838-0335,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/03,,N,N,Y
2388,Licensed Group,G.N. Sikh Preschool,7050 120 St,,Surrey,V3W 3M8,49.13132,-122.889985,778-876-6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2389,Licensed Group,Little Footprints Academy (New West),200 - 505 6Th St,,New Westminster,V3L 3B9,49.21238,-122.919273,604-328-2091,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/15,,N,Y,N
2390,Licensed Family,Little Learners Palace Family Daycare,11046 240 St,,Maple Ridge,V2W 1H7,49.202864,-122.556263,778-984-2273,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/15,,N,N,N
2391,Licensed Group,Little Phoenix Child Care Centre,1004 North Park St,,Victoria,V8T 1C6,48.429946,-123.355284,778-269-2273,,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,N,Y,N,N,2024/03/11,,N,Y,N
2392,Licensed Group,Lake Trail Childcare Centre,805 Willemar Ave,,Courtenay,V9N 3L7,49.681374,-125.010055,604-902-4099,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/28,,N,Y,N
2393,Licensed Family,Susie's Daycare,513 Hyslop Dr,,Penticton,V2A 8Z8,49.508694,-119.625509,250-462-5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2394,Licensed Group,Munchkaroo Child Care,3260 Galloway Rd,,Victoria,V9C 2S7,48.424597,-123.496532,250-888-5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2395,Licensed Group,Little Horizons Child Care,4414 Highway 16,,Smithers,V0J 2N0,54.790766,-127.178208,250-877-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2396,Licensed Group,Plateau Montessori Childcare,3285 Plateau Blvd,,Coquitlam,V3E 3B8,49.315309,-122.788803,604-916-9592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2397,Licensed Group,Burnaby Montessori School Ltd,5489 Kingsway,,Burnaby,V5H 2G1,49.223601,-122.984373,604-558-1661,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/27,,N,N,N
2398,Licensed Group,Little Stars Daycare Centre,7760 Lawrence Dr,,Burnaby,V5A 3M9,49.260615,-122.940998,604-367-3696,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2399,Licensed Family,Mama Luna Daycare,4672 Harvie Ave,,Powell River,V8A 2P3,49.84246,-124.525885,604-344-0310,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2400,Licensed Family,Chantal's Daycare,1225 Hobson Ave,,Courtenay,V9N 6P1,49.699414,-124.970684,250-650-6656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2401,Licensed Group,Coyote Creek ymca Kids Club,8131 156Th St,,Surrey,V3S 3R4,49.150335,-122.790341,604-307-4817,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/14,,N,Y,N
2402,Licensed Group,Stitos ymca Kids Club,5337 Tyson Rd,,Chilliwack,V2R 0P1,49.09856,-121.978837,604-307-4872,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/02/14,,N,Y,N
2403,Licensed Group,Watson ymca Kids Club,45305 Watson Rd,,Chilliwack,V2R 2H5,49.112552,-121.970378,604-307-4865,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/14,,N,Y,N
2404,Licensed Group,Tomsett ymca Kids Club,9671 Odlin Rd,,Richmond,V6X 1E1,49.183222,-123.115758,604-307-4820,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/02/14,,N,Y,N
2405,Licensed Group,Tomsett ymca Child Care,9671 Odlin Rd,,Richmond,V6X 1E1,49.183222,-123.115758,604-307-4243,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/14,,N,Y,N
2406,Licensed Group,Panorama Park ymca Kids Club,12878 62 Ave,,Surrey,V3X 2E8,49.115297,-122.865992,604-307-4847,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/02/14,,N,Y,N
2407,Licensed Group,Kidspace Learning Centres Chilliwack Inc,6058 Glengarry Dr,,Chilliwack,V2R 2H8,49.111943,-121.966635,604-786-5990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2408,Licensed Family,Pacific Wynd Montessori All Day Learning Centre Inc.,7956 Brookwood Pl,,Chilliwack,V4Z 0A1,49.145935,-121.833012,604-339-8054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2409,Licensed Family,Cailey Anne's Child Care,5471 Alpine Cres,,Chilliwack,V2R 3W4,49.102394,-121.934799,604-703-9826,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,,N,N,N
2410,Licensed Group,Náang Naay,500 Skidegate Heights,,Skidegate,V0T 1S1,53.280073,-131.973973,250-559-8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2411,Licensed Group,Ilm - Little Tots,3507 Littleford Rd,,Nanaimo,V9T 5J2,49.220212,-124.014806,250-585-7898,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/03/15,,N,N,N
2412,Licensed Family,Oak Park Family Child Care,1541 Oak Park Pl,,Victoria,V8P 3B6,48.466591,-123.339999,250-532-3880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2413,Licensed Group,Kidikare Early Learning Centre,1112 Kings Ave,,West Vancouver,V7T 2C3,49.336074,-123.146155,604-364-9848,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/06,,N,N,N
2414,Licensed Group,Imagination Station Childcare Centre-Silverdale Crossing,29560 Lougheed Hwy,,Mission,V4S 1H7,49.162911,-122.40563,604-287-7009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2415,Licensed Group,Dharma Kids Centre,8507 74 Ave,,Osoyoos,V0H 1V0,49.03168,-119.466087,250-502-8889,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2416,Licensed Family,South Slope Day Care,4625 Neville St,,Burnaby,V5J 2H2,49.214161,-122.99912,778-892-3113,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2024/03/13,,N,N,N
2417,Licensed Group,Little Stars Pre-School,301 North Star Rd,,Quesnel,V2J 5K2,52.981691,-122.46761,778-414-0888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2418,Licensed Group,Hamilton Park,1487 Hamilton Road,,Victoria,V8R 2Y2,48.440783,-123.33971,250-370-9101,,,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,Y,Y,Y,N,N,Y,Y,N,Y,N,N,2024/03/07,,N,Y,N
2419,Licensed Family,Bouncing Babies & Toddling Tots Childcare,2263 Park Cres,,Coquitlam,V3J 6T3,49.271867,-122.830813,778-789-2270,https://www.bouncingbabiesandtoddlingtotschildcare.com/,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2420,Licensed Family,Lori’S Kids,642 Canterbury Rd,,Victoria,V8Z 1Z7,48.466105,-123.383496,250-381-1027,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2421,Licensed Family,Little Explorers Family Childcare,2311 Chilco Rd,,Victoria,V9B 0H3,48.455457,-123.471185,778-998-8446,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,,N,Y,N
2422,Licensed Family,Creative Tots Montessori & Daycare,3756 Burke St,,Burnaby,V5H 1A2,49.236738,-123.021607,236-476-2268,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/16,,N,N,N
2423,Licensed Group,Ambleside Montessori 2,1115 Haywood Ave,,West Vancouver,V7T 1T8,49.333758,-123.146422,604-961-3469,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2424,Licensed Family,Growing Steps Children Centre,9061 119A St,,Delta,V4C 6N9,49.168181,-122.892784,778-387-1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2425,Licensed Group,Cedar Grove Seamless Day Before & After School Care,1196 Chaster Road,,Gibsons,V0N 1V0,49.392065,-123.535832,604-885-6787,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2426,Licensed Group,Gibsons Just B4,783 School Rd,,Gibsons,V0N 1V9,49.405513,-123.514409,604-885-6787,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2427,Licensed Group,Gibsons Seamless Day Before & After School Care,783 School Rd,,Gibsons,V0N 1V9,49.405513,-123.514409,604-885-6787,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/15,,N,N,N
2428,Licensed Group,Kinnikinnick Seamless Day Before & After School Care,6030 Lighthouse Avenue,,Sechelt,V7Z 0R2,49.491095,-123.776104,604-885-6787,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/15,,N,N,N
2429,Licensed Group,The Preschool Next Door,201-22712 Dewdney Trunk Rd,,Maple Ridge,V2X 3K2,49.219689,-122.592854,778-908-6931,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/16,,N,N,N
2430,Licensed Family,Play And Learn Montessori Child Care,34 46Th Ave E,,Vancouver,V5W 1Z1,49.228274,-123.105093,778-996-8019,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/03/01,,N,N,N
2431,Licensed Group,Little Caterpillars Childcare & Preschool Inc,5137 Tolmie Rd,,Abbotsford,V3G 2V4,49.095643,-122.096306,604-799-7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2432,Licensed Group,Viva Early Learning,741 Coronation Ave,,Kelowna,V1Y 7A4,49.892458,-119.487138,250-808-8617,,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,Y,Y,N,N,N,N,2023/12/15,,N,Y,N
2433,Licensed Group,Barney Multi-Age Childcare,2905 Walton Ave,,Coquitlam,V3B 2W4,49.290171,-122.801117,778-834-9771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2434,Licensed Group,Shining Smile,W 21St-2325 21St Ave W,,Vancouver,V6L 1J6,49.25384,-123.158699,778-855-7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2435,Licensed Group,Bgc Okanagan - Anne Mcclymont,4489 Lakeshore Rd,,Kelowna,V1W 1W9,49.82038,-119.490199,250-258-0569,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/08,,N,Y,N
2436,Licensed Group,Bgc Okanagan-Glenrosa,3430 Webber Rd,,West Kelowna,V4T 1G8,49.839497,-119.655914,250-258-0569,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/07,,N,Y,N
2437,Licensed Family,Mrs. Appleberry Daycare,1825 83 Ave,,Dawson Creek,V1G 0E4,55.779535,-120.256082,403-333-8820,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,,N,N,N
2438,Licensed Group,Tsawwassen First Nation Youth Centre,2300 Falcon Way,,Tsawwassen,V4M 4G2,49.044292,-123.104061,604-790-7760,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Extra fee,Not offered,N,N,N,Y,Y,Y,N,N,N,N,Y,2024/03/07,,N,Y,N
2439,Licensed Family,Baby Shark In-Home Multi-Age Child Care,10680 Whistler Crt,,Richmond,V7E 4C7,49.134107,-123.148941,778-800-0798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2440,Licensed Group,Pleasant Valley Seamless Day Care,6201 Dunbar Rd,,Nanaimo,V9T 2P2,49.226659,-124.045855,250-713-4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2441,Licensed Group,Wvccs After School Program Edgewater,5813 Sinclair St,,Edgewater,V0A 1E0,50.695422,-116.137498,250-341-7613,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,,N,N,N
2442,Licensed Group,Just B4 - Grauer Elementary,4440 Blundell Rd,,Richmond,V7C 1G9,49.154949,-123.174746,604-668-6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2443,Licensed Group,Just B4 - Lee Elementary,9491 Ash St,,Richmond,V7A 2T7,49.145369,-123.120544,604-668-6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2444,Licensed Group,Wvccs After School Program Eileen Madison Elementary,2001 15 Ave,,Invermere,V0A 1K4,50.496374,-116.041306,250-341-7613,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,,N,N,N
2445,Licensed Family,Young Dreamers Childcare,15749 92 Ave,,Surrey,V4N 3C3,49.170262,-122.785989,778-881-7211,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/03,,N,N,N
2446,Licensed Group,Cefa Early Learning Victoria Douglas,3233 Douglas St,,Victoria,V8Z 3K8,48.448538,-123.372184,250-590-6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2447,Licensed Family,Bear Bears,3262 Westsyde Rd,,Kamloops,V2B 0H1,50.767216,-120.345832,250-879-1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2448,Licensed Family,Honey Bee's Daycare,646 Cairndale Rd,,Victoria,V9C 3L3,48.421598,-123.503571,250-213-2363,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/15,,N,N,N
2449,Licensed Family,Wild Woods Playschool,2091 Noel Ave,,Comox,V9M 1Z1,49.682342,-124.938872,250-888-3894,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/02/15,,N,N,N
2450,Licensed Family,Lisa's Daycare,3-12267 190 St,,Pitt Meadows,V3Y 2N9,49.225608,-122.695289,604-306-2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2451,Licensed Group,Braefoot Childcare Program,1440 Harrop Rd,,Victoria,V8P 2S6,48.47016,-123.345322,250-721-2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2452,Licensed Family,Ladner Grown Daycare,6307 Crescent Pl,,Delta,V4K 4V2,49.094094,-123.048677,778-317-0457,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/26,,N,N,N
2453,Licensed Family,Fairfield Children’S House,436 Durban St,,Victoria,V8S 3K3,48.416466,-123.345664,250-858-7456,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,,N,N,N
2454,Licensed Group,Beacon Nature Club - Pexsisen,3100 Constellation Ave,,Victoria,V9B 0V2,48.44872,-123.54216,250-415-9986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2455,Licensed Group,Union Gospel Mission Child Care Centre,616 Cordova St E,,Vancouver,V6A 1L9,49.281869,-123.091,604-428-2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y
2456,Licensed Group,Union Gospel Mission Child Care Centre,616 Cordova St E,,Vancouver,V6A 1L9,49.281869,-123.091,604-428-2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y
2457,Licensed Group,Union Gospel Mission - Eastsiders Out Of School Care,616 Cordova St E,,Vancouver,V6A 1L9,49.281869,-123.091,604-253-4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2458,Licensed Group,Angels Playhouse Daycare Society (Sperling Ave),6850 Sperling Ave,,Burnaby,V5E 2V9,49.221475,-122.964359,604-809-3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2459,Licensed Family,Amore Family Child Care,10340 Buttermere Dr,,Richmond,V7A 1R8,49.136718,-123.145151,778-862-8612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2460,Licensed Family,Huggy-Buggy Child Care Centre,3601 Hastings St,,Port Coquitlam,V3B 4N5,49.276754,-122.782525,778-941-2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2461,Licensed Group,Bright Beginnings Fine Arts Preschool Ltd,201-5262 Rumble St,,Burnaby,V5J 2B6,49.214824,-122.98728,604-229-7596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2462,Licensed Group,Country Kids Preschool,5295 Squilax-Anglemont Rd,,Celista,V0E 1M6,50.943025,-119.351991,250-265-8597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2463,Licensed Group,Little Mangos Childcare Centre,5201 Dallas Dr,,Kamloops,V2C 4W4,50.667782,-120.184249,250-634-8219,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
2464,Licensed Group,Hillside Montessori,1205 Rogers Way,,Kamloops,V1S 1R9,50.65105,-120.370472,250-299-1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2465,Licensed Group,Whole Education Academy,10019 Granville Ave,,Richmond,V6Y 1R5,49.163097,-123.113415,236-454-1520,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,,N,N,Y
2466,Licensed Group,Whole Education Academy,10019 Granville Ave,,Richmond,V6Y 1R5,49.163097,-123.113415,236-454-1520,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,,N,N,Y
2467,Licensed Group,St. Casimir's Before And After School Program,1303 E 27Th Ave,,Vancouver,V5V 2L9,49.246732,-123.078083,604-876-1156,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/05,,N,N,N
2468,Licensed Group,Chris' Home Daycare,7110 Maureen Cres,,Burnaby,V5A 1H4,49.279226,-122.955947,604-363-4669,,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,Y,Y,N,N,N,N,2024/03/16,,N,N,N
2469,Licensed Group,Smiley Daycare,77 Malta Pl,,Vancouver,V5M 4C4,49.254701,-123.025536,604-416-5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2470,Licensed Family,Pocokids Care & Learn,1525 Bridgman Ave,,Port Coquitlam,V3B 6H4,49.261121,-122.756886,778-886-7048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2471,Licensed Family,Little Angels Daycare,42-40653 Tantalus Rd,,Garibaldi Highlands,V0N 1T0,49.745264,-123.134326,604-849-2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2472,Licensed Family,Teddy Bear Daycare,46 Hallman St,,Kitimat,V8C 2R1,54.069609,-128.639982,778-631-2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2473,Licensed Group,Pemberton Heights Saplings,1390 W 22Nd St,,North Vancouver,V7P 2G4,49.330396,-123.112772,226-978-5527,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/03,,N,N,N
2474,Licensed Group,Elfi First School,10727 Delsom Cres,,Delta,V4C 0A8,49.155063,-122.926005,604-998-7980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2475,Licensed Family,Kid Kat Childcare,2433 Ottawa St,,Port Coquitlam,V3B 7N6,49.259209,-122.746934,604-612-3892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
2476,Licensed Group,Redwood Academy Richmond,120-11060 Horseshoe Way,,Richmond,V7A 4V5,49.13073,-123.094436,604-370-6699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y
2477,Licensed Group,Redwood Academy Richmond,120-11060 Horseshoe Way,,Richmond,V7A 4V5,49.13073,-123.094436,604-370-6699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y
2478,Licensed Group,Tsaa Natsadle,4376 Doig River Road,,Doig River,V0C 2H0,56.578661,-120.497318,778-715-3760,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Included in fee,Include in fee,Y,N,N,Y,Y,Y,N,Y,Y,N,N,2023/12/14,,N,N,N
2479,Licensed Group,Peach Blossom Childcare Centre,1534 Main St,,North Vancouver,V7J 1E2,49.271665,-123.100056,604-990-1261,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,Y
2480,Licensed Group,Peach Blossom Childcare Centre,1534 Main St,,North Vancouver,V7J 1E2,49.305188,-123.031083,604-990-1261,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,Y
2481,Licensed Family,All Day Smiles Child Care Centre,36517 Carnarvon Crt,,Abbotsford,V3G 3G4,49.055157,-122.214052,778-680-4200,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/03/06,,N,Y,N
2482,Licensed Family,Riverwood Academics & Discovery,688 Omineca Pl,,Port Coquitlam,V3B 7N9,49.267987,-122.734225,604-474-4168,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,,N,Y,N
2483,Licensed Family,Cheerful Minds Childcare,5373 Somerset Dr,,Nanaimo,V9T 2K5,49.216557,-124.036951,250-816-1713,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/16,,N,N,N
2484,Licensed Group,Lindsay Park Afterschool Program,602 Salmo St,,Kimberley,V1A 2M8,49.692719,-115.983116,250-427-1779,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,,N,N,N
2485,Licensed Group,Smilekids Childcare,4126 Cabot Place,,Victoria,V8N 4V8,48.477315,-123.324672,250-884-4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
